title,city,country_code,marker_icon,workplace_type,experience_level,latitude,longitude,published_at,remote_interview,display_offer,employment_type,salary_from,salary_to,salary_currency,skills_one,skills_two,skills_three
Lider Zespołu Analityków / Analyst Team Lead,Warszawa,PL,analytics,remote,mid,52.1828072,20.9963192,2023-04-06,TRUE,TRUE,permanent,9000,14000,pln,Ul,UX,UML
Senior Java Developer,Poznań,PL,java,remote,senior,52.4090523,16.9265397,2023-04-06,TRUE,TRUE,b2b,17000,25000,pln,Hibernate,Spring,Java
IT Operation Network Specialist,Kraków,PL,admin,partly_remote,mid,50.0486576,19.9654239,2023-04-06,TRUE,TRUE,permanent,10000,15000,pln,Aruba,Cisco,Network
Java developer,Dąbrówka,PL,java,partly_remote,mid,52.4836792,21.2977707,2023-04-05,FALSE,TRUE,b2b,9000,14000,pln,Netty,TCP/IP,Java
PROGRAMISTA PHP,Modlniczka,PL,php,office,mid,50.1124599,19.8441773,2023-04-05,FALSE,TRUE,b2b,10000,18000,pln,MySQL,Git,PHP
QA Automation Engineer I,Warszawa,PL,testing,remote,mid,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,13000,17000,pln,JavaScript,Test Automation,Testing Theory
AWS DevOps Engineer,Warszawa,PL,devops,remote,senior,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,19500,28500,pln,GitLab,JIRA,Linux
AWS Developer (TypeScript+Node.js),Warszawa,PL,javascript,remote,mid,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,14000,18000,pln,JavaScript/TypeScript,Node.js,English
Architekt Systemów Informatycznych,Warszawa,PL,architecture,remote,senior,52.2296756,21.0122287,2023-04-05,FALSE,TRUE,b2b,25000,30000,pln,Bazy Danych,Microservices,SOA
PHP Developer Junior/Mid,Wrocław,PL,php,partly_remote,mid,51.0993371,16.9971924,2023-04-05,TRUE,TRUE,b2b,9000,12000,pln,HTML5,CSS3,jQuery
IT Security Engineer,Warszawa,PL,security,partly_remote,mid,52.2243919,21.0404569,2023-04-05,TRUE,TRUE,permanent,13000,18000,pln,Linux,Cybersecurity,SIEM
Tester,Warszawa,PL,testing,partly_remote,mid,52.2303847,21.001508,2023-04-05,TRUE,TRUE,b2b,12500,14700,pln,ETL processes,SQL,Manual Testing
Senior DevOps Engineer,Warszawa,PL,devops,remote,mid,52.2320451,21.0093553,2023-04-05,TRUE,TRUE,b2b,21000,26000,pln,Jenkins,Ansible,Kubernetes
Expert SAP FI/CO,Warszawa,PL,erp,partly_remote,senior,52.2299443,20.9797933,2023-04-05,TRUE,TRUE,b2b,60000,90000,pln,FI/CO,ERP,SAP
Senior Devops Engineer,Kraków,PL,devops,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,18000,23000,pln,Docker,Terraform,AWS
Principal Software Engineer (Python),Kraków,PL,python,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,27000,33000,pln,Java,AWS,Python
Senior Site Reliability Engineer,Kraków,PL,devops,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,18000,23000,pln,Puppet,Terraform,AWS
Senior Software Engineer React,Kraków,PL,javascript,partly_remote,senior,50.0698993,19.9372753,2023-04-05,FALSE,TRUE,permanent,18000,23000,pln,HTML,JavaScript,React
Cloud DevOps Engineer (wage in € option),Szczecin,PL,devops,remote,senior,53.4411304,14.5462098,2023-04-05,TRUE,TRUE,b2b,16000,30000,pln,Docker,DevOps,Azure
Senior DevOps Engineer,Poznań,PL,devops,remote,senior,52.4042032,16.8657977,2023-04-05,TRUE,TRUE,b2b,20000,26000,pln,Kubernetes,CI/CD,Docker
Senior .NET Developer,Warszawa,PL,net,remote,senior,52.2374666,21.0128698,2023-04-05,TRUE,TRUE,b2b,21840,34560,pln,English,ASP.NET,Azure
Data Engineer,Warszawa,PL,data,remote,senior,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,18900,25000,pln,Spark,Hadoop,Python
Software Engineer Python / C++,Kraków,PL,python,partly_remote,mid,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,14000,18000,pln,AWS,C++,Python
CV Machine Learning Engineer,Łódź,PL,python,partly_remote,mid,51.7611555,19.4362159,2023-04-05,TRUE,TRUE,b2b,32000,35000,pln,C++,Computer Vision,Python
.NET Fullstack Developer (Angular),Warszawa,PL,net,remote,mid,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,16000,21500,pln,C#,Angular,.NET Core
Senior Software Engineer (Golang),Kraków,PL,go,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,18000,23000,pln,Kubernetes,AWS,Go
Senior Software Engineer,Kraków,PL,python,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,18000,23000,pln,AWS,Python,Go
Senior Software Engineer (Go),Kraków,PL,go,partly_remote,senior,50.0646501,19.9449799,2023-04-05,TRUE,TRUE,permanent,18000,23000,pln,Python,AWS,Go
Senior Engineering Manager - Teleport,Kraków,PL,devops,partly_remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,27000,33000,pln,Docker,Terraform,AWS
AWS Data Engineer,Wrocław,PL,data,remote,mid,51.1110883,17.0309741,2023-04-05,TRUE,TRUE,b2b,16800,25200,pln,Amazon AWS,SQL,Python
Senior Fullstack Developer,Kraków,PL,javascript,remote,senior,50.0730124,19.945507,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Express,ReactJS,Node.js
Sr TechnicalCurriculum Developer/Trainer,Kraków,PL,python,remote,senior,50.0698993,19.9372753,2023-04-05,TRUE,TRUE,permanent,16000,21000,pln,Python,C++,Java
Wordpress Frontend Developer,Gdynia,PL,html,remote,mid,54.4948317,18.5381914,2023-04-05,FALSE,TRUE,b2b,7000,10000,pln,HTML5 / CSS3,WordPress,ACF
Fullstack Developer,Wrocław,PL,javascript,remote,mid,51.1078852,17.0385376,2023-04-05,TRUE,TRUE,b2b,11200,18000,pln,TypeScript,Git,Node.js
Programista .NET,Gdańsk,PL,net,remote,mid,54.4212363,18.4860698,2023-04-05,TRUE,TRUE,permanent,8000,12000,pln,MS SQL,C#,.Net
Python Developer,Warszawa,PL,python,partly_remote,mid,52.2325137,20.9824266,2023-04-05,TRUE,TRUE,b2b,17000,34000,pln,Linux,Python,Polish
Cloud Developer,Gdańsk,PL,security,remote,mid,54.3520252,18.6466384,2023-04-05,TRUE,TRUE,b2b,22000,28000,pln,CloudFormation,CDK,AWS
PostgreSQL ETL developer,Warszawa,PL,data,partly_remote,senior,52.2329361,20.9968712,2023-04-05,FALSE,TRUE,b2b,23520,28561,pln,ETL,Python,PostgreSQL
BI Developer,Warszawa,PL,data,partly_remote,mid,52.2303835,21.0015105,2023-04-05,TRUE,TRUE,b2b,16000,21000,pln,Tableau,Power BI,BI tools
Senior Product Manager Integration Platform,Kraków,PL,pm,partly_remote,senior,50.0640721,19.9607631,2023-04-05,TRUE,TRUE,b2b,24000,36000,pln,Agile,API,Product Management
Java Developer (Remote),Kraków,PL,java,remote,senior,50.0703586,19.9463776,2023-04-05,TRUE,TRUE,b2b,15000,21000,pln,Spring Boot,Spring,Java
DevOps Engineer,Warszawa,PL,devops,partly_remote,mid,52.2325137,20.9824266,2023-04-05,TRUE,TRUE,b2b,17000,34000,pln,Linux,DevOps,Polish
Junior Systems Engineer (Linux),Poznań,PL,admin,remote,junior,52.4093634,16.9317991,2023-04-05,TRUE,TRUE,b2b,7000,10000,pln,Debian,hosting,Linux
Senior DevSecOps Engineer,Warszawa,PL,devops,remote,senior,52.2276995,21.0060223,2023-04-05,TRUE,TRUE,b2b,27000,30200,pln,AWS EKS,AWS,DevOps
"Full stack developer (Java, Angular)",Warszawa,PL,javascript,remote,mid,52.2353586,21.0113483,2023-04-05,TRUE,TRUE,b2b,20160,25200,pln,Kubernetes,Spring,Java
Fullstack Developer,Wrocław,PL,javascript,remote,senior,51.1078852,17.0385376,2023-04-05,TRUE,TRUE,b2b,18000,27000,pln,TypeScript,Git,Node.js
Senior Ceph Engineer,Warszawa,PL,admin,remote,senior,52.2243919,21.0404569,2023-04-05,TRUE,TRUE,permanent,25000,30000,pln,Ansible,English,Ceph
Mid/Senior Node.js Developer,Ustroń,PL,javascript,partly_remote,mid,49.7522967,18.7983995,2023-04-05,TRUE,TRUE,b2b,12000,20000,pln,English,Node.js,Azure
Senior Java Developer (+ Boomi),Warszawa,PL,java,remote,senior,52.2276995,21.0060223,2023-04-05,TRUE,TRUE,b2b,25000,27000,pln,JUnit,Spring Boot,Java
Salesforce Developer,Warszawa,PL,javascript,partly_remote,mid,52.2294686,20.9836064,2023-04-05,TRUE,TRUE,b2b,17600,27200,pln,LWC,Salesforce,Apex
DevOps with Kubernetes,Warszawa,PL,devops,remote,senior,52.2072628,20.945304,2023-04-05,TRUE,TRUE,b2b,23000,25000,pln,English,Kubernetes,DevOps
Senior Java Developer,Kraków,PL,java,remote,senior,50.0490744,19.9665063,2023-04-05,TRUE,TRUE,b2b,20000,26900,pln,Spring 5,Spring,Java
.NET Technical Manager,Gdańsk,PL,net,remote,senior,54.3840584,18.5920158,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Git,Clean Code,.Net
Java Developer,Kraków,PL,java,remote,mid,50.0485844,19.9653608,2023-04-05,TRUE,TRUE,b2b,14000,18500,pln,SQL,Spring,Java
Flutter Developer,Warszawa,PL,mobile,remote,mid,52.2283692,20.9973774,2023-04-05,TRUE,TRUE,b2b,17000,22000,pln,Dart,Flutter,English
Senior .NET Developer,Wrocław,PL,net,remote,senior,51.1078852,17.0385376,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Git,Clean Code,.Net
Senior .NET Developer,Poznań,PL,devops,remote,senior,52.4093634,16.9317991,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Git,Clean Code,.Net
.NET Technical Manager,Gdańsk,PL,devops,remote,senior,54.3840584,18.5920158,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Git,Clean Code,.Net
GCP DevOps Engineer,Kraków,PL,devops,remote,mid,50.0646501,19.9449799,2023-04-05,TRUE,TRUE,b2b,22000,25000,pln,Java,Data,Google Cloud Platform
Data Scientist,Szczecin,PL,python,remote,senior,53.4330206,14.5483543,2023-04-05,TRUE,TRUE,b2b,20000,30000,pln,SQL,Python,Data Science
Senior C++ Developer,Warszawa,PL,c,partly_remote,mid,52.2072628,20.945304,2023-04-05,TRUE,TRUE,permanent,22000,28000,pln,CMake,Embedded,C++
Software Engineer,Wrocław,PL,javascript,office,mid,51.0951263,17.0184439,2023-04-05,TRUE,TRUE,b2b,14000,20000,pln,React Native,JavaScript,TypeScript
Fullstack Java Developer,Warszawa,PL,java,partly_remote,senior,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,27500,30000,pln,Angular,Hibernate,Java
Mid/Senior Java Software Engineer,Katowice,PL,java,partly_remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,14000,28000,pln,Testing,Spring,Java EE
Mid/Senior Cloud Native Software Dev,Katowice,PL,devops,remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,15000,30000,pln,Spring,Node.js,Programming
Mid/Senior Angular Developer,Katowice,PL,javascript,remote,mid,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,15000,30000,pln,HTML,TypeScript,JavaScript
Java Developer,Katowice,PL,java,remote,mid,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,12000,22000,pln,Docker,J2EE,Agile
Consultant Salesforce - Business Analyst,Łódź,PL,erp,remote,mid,51.7592485,19.4559833,2023-04-05,TRUE,TRUE,b2b,12000,22000,pln,UML,BPMN,English
Scrum Master,Kraków,PL,pm,partly_remote,senior,50.0354718,19.9247283,2023-04-05,FALSE,TRUE,permanent,15000,20000,pln,JIRA,Confluence,Agile (SCRUM/Kanban)
Senior DevOps Engineer,Katowice,PL,devops,remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,22000,35000,pln,Ubuntu,Red Hat,Kubernetes
Junior/ MID Data Engineer,Kraków,PL,data,remote,mid,50.0703586,19.9463776,2023-04-05,TRUE,TRUE,b2b,14000,18000,pln,ETL tools,Python,Apache Nifi
Senior Java Developer,Kraków,PL,java,partly_remote,senior,50.0354718,19.9247283,2023-04-05,FALSE,TRUE,permanent,17000,25000,pln,Continuous Integration,TDD,Java
Frontend Tech Lead,Gliwice,PL,javascript,remote,senior,50.2938768,18.6651872,2023-04-05,TRUE,TRUE,permanent,18000,26000,pln,English,GitHub,JavaScript
Software Developer (WebMethods),Łódź,PL,architecture,remote,mid,51.7520201,19.4921333,2023-04-05,TRUE,TRUE,b2b,7500,15000,pln,Linux,Mule,webMethods
Mid Vue.js Developer,Gdańsk,PL,javascript,remote,mid,54.3520252,18.6466384,2023-04-05,TRUE,TRUE,permanent,9000,18000,pln,TypeScript,Vuex,Vue.js
iOS Developer,Warszawa,PL,mobile,remote,mid,52.2085226,21.0212418,2023-04-05,TRUE,TRUE,b2b,16000,19000,pln,iOS SDK,iOS frameworks,Swift
Senior Cloud Engineer,Katowice,PL,devops,remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,22000,35000,pln,Windows,Linux,AWS
Architect Salesforce,Warszawa,PL,erp,remote,senior,52.1988464,20.932463,2023-04-05,TRUE,TRUE,b2b,19000,28500,pln,CRM,CI/CD,Salesforce
Software Developer in Test (Java),Kraków,PL,java,partly_remote,senior,50.0646501,19.9449799,2023-04-05,TRUE,TRUE,b2b,26880,30240,pln,Spring Boot,Java,Microservice Architecture
Cloud Architect,Katowice,PL,architecture,remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,22000,35000,pln,Serverless,AWS,Cloud
Frontend Tech Lead,Gdańsk,PL,architecture,remote,senior,54.3520252,18.6466384,2023-04-05,TRUE,TRUE,permanent,18000,26000,pln,English,GitHub,JavaScript
Programista T-SQL,Wrocław,PL,data,remote,mid,51.0893253,17.0159794,2023-04-05,FALSE,TRUE,b2b,10000,16000,pln,ETL,Relacyjne Bazy Danych,T-SQL
Senior Devops Engineer,Wrocław,PL,devops,partly_remote,mid,51.1142806,17.0193255,2023-04-05,TRUE,TRUE,b2b,17000,23000,pln,Terraform,Kubernetes,Linux
Mid/Senior Automation Tester,Katowice,PL,testing,partly_remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,16000,28000,pln,JUnit,Test Automation,Testing
Frontend Developer (React),Warszawa,PL,javascript,partly_remote,senior,52.2254847,21.0050996,2023-04-05,TRUE,TRUE,b2b,25200,30200,pln,React Native,JavaScript,React
Cloud Developer with Python,Warszawa,PL,security,remote,mid,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,22000,28000,pln,Jenkins,Python,AWS
Integration & Data Engineer,Katowice,PL,data,remote,mid,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,12000,22000,pln,API,Big Data,REST API
Test Analyst / Test Manager,Katowice,PL,testing,remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,16000,24000,pln,QA,Test Management,Agile
SAP COMMERCE Developer,Katowice,PL,erp,remote,mid,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,b2b,12000,22000,pln,SAPC,Spring,Java
Technical Lead,Katowice,PL,devops,partly_remote,senior,50.2658074,19.0487268,2023-04-05,TRUE,TRUE,permanent,22000,28000,pln,Azure,AWS,Agile
Front-end Developer (React),Warszawa,PL,javascript,remote,senior,52.1816941,21.0216558,2023-04-05,TRUE,TRUE,b2b,22680,28560,pln,React,CSS3,HTML5
Senior Embedded Software Developer/TL,Kraków,PL,c,partly_remote,senior,50.0409308,19.9428342,2023-04-05,FALSE,TRUE,b2b,20000,25000,pln,RTOS,MCUs,ARM
Embedded Software Developer,Kraków,PL,c,partly_remote,mid,50.0409308,19.9428342,2023-04-05,FALSE,TRUE,b2b,15000,17000,pln,MCUs,ARM,English
Full Stack Developer with React,Warszawa,PL,java,remote,mid,52.2312328,21.0024649,2023-04-05,TRUE,TRUE,b2b,30240,33600,pln,JavaScript,React,Java
Senior Golang Developer,Warszawa,PL,go,remote,senior,52.2342852,20.9861513,2023-04-05,TRUE,TRUE,b2b,27000,32000,pln,API,Python,Golang
Sr DevOps Engineer with Virtualization,Warszawa,PL,devops,remote,senior,52.1983331,20.9249221,2023-04-05,FALSE,TRUE,b2b,22000,31000,pln,Git,CI/CD,Virtualization
Senior DevOps Engineer,Warszawa,PL,devops,remote,senior,52.2276995,21.0060223,2023-04-05,TRUE,TRUE,b2b,25000,27000,pln,CI/CD tools,Public Cloud Platform,DevOps
Senior JavaScript Engineer (Node/React),Poznań,PL,javascript,remote,senior,52.4028345,16.9579471,2023-04-05,TRUE,TRUE,b2b,16000,24000,pln,React,Node.js,JavaScript
Fullstack JavaScript Developer,Warszawa,PL,javascript,partly_remote,senior,52.2381147,21.025013,2023-04-05,FALSE,TRUE,b2b,20000,40000,pln,React,Python,JavaScript
Java Developer,Lublin,PL,java,partly_remote,senior,51.2404548,22.5660389,2023-04-05,TRUE,TRUE,b2b,16000,21800,pln,Spring,Java 11,Java 8
Senior Java Developer,Warszawa,PL,java,remote,senior,52.2213912,20.9747588,2023-04-05,FALSE,TRUE,b2b,20000,25000,pln,Hibernate,Spring,Java 8
Senior Software Engineer (Java),Poznań,PL,java,remote,senior,52.4028185,16.9579463,2023-04-05,TRUE,TRUE,b2b,18000,24000,pln,Maven,Spring,Java
QA Lead,Wrocław,PL,testing,remote,senior,51.1078852,17.0385376,2023-04-05,TRUE,TRUE,b2b,25000,35000,pln,AWS,Managment,Quality Assurance
Power Platform Developer,Kraków,PL,net,remote,mid,50.0734373,19.9151143,2023-04-05,TRUE,TRUE,b2b,21000,26000,pln,Azure Services,.NET C#,Microsoft Power Platform
Senior IT Operations Engineer,Warszawa,PL,devops,remote,senior,52.2276995,21.0060223,2023-04-05,TRUE,TRUE,permanent,25000,27000,pln,Networking Concepts,Cloud environments,IT Operations Experience
Lead Power Platform Developer,Gliwice,PL,data,remote,senior,50.2773914,18.6850351,2023-04-05,TRUE,TRUE,b2b,16900,26400,pln,Power Automate,Power Apps,Power Platform
Manual Tester,Warszawa,PL,testing,remote,mid,52.2250196,20.9401115,2023-04-05,TRUE,TRUE,b2b,8000,10000,pln,Web Application Testing,Manual Testing,Testing
Design Automation Engineer,Szczecin,PL,python,remote,mid,53.4251658,14.551746,2023-04-05,TRUE,TRUE,permanent,9000,15500,pln,Catia,Python,C#
AWS DevOps Engineer,Kraków,PL,devops,remote,mid,50.0646501,19.9449799,2023-04-05,TRUE,TRUE,b2b,16000,19000,pln,Python,AWS,Jenkins
Frontend Web Developer,Poznań,PL,html,remote,senior,52.4093634,16.9317991,2023-04-05,TRUE,TRUE,b2b,10000,14000,pln,RWD,CSS3,HTML5
React Developer,Wrocław,PL,javascript,remote,senior,51.1101106,17.0334574,2023-04-05,TRUE,TRUE,b2b,16800,26000,pln,TypeScript,JavaScript,ReactJS
Power Platform Developer,Gliwice,PL,data,remote,mid,50.2773914,18.6850351,2023-04-05,FALSE,TRUE,b2b,12000,18800,pln,SQL,Power Automate,Power Apps
UI/UX Tester,Warszawa,PL,testing,remote,mid,52.2329706,21.0101209,2023-04-05,TRUE,TRUE,b2b,8000,10000,pln,crypto,Manual Testing,Functional Testing
Junior Systems Administrator,Warszawa,PL,admin,partly_remote,junior,52.2423416,21.0113844,2023-04-05,TRUE,TRUE,permanent,8500,10000,pln,Troubleshooting,Microsoft Windows,Linux
Java Developer,Warszawa,PL,java,remote,mid,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,14000,18000,pln,Spring,Java 8,English
Frontend Developer,Warszawa,PL,javascript,remote,mid,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,14000,18000,pln,REST,TypeScript,React 16.8+
Senior AWS Developer (TypeScript+Node.js),Warszawa,PL,javascript,remote,senior,52.2322584,20.9842694,2023-04-05,TRUE,TRUE,b2b,19500,28500,pln,JavaScript/TypeScript,Node.js,English
Project Manager,Warszawa,PL,pm,partly_remote,mid,52.2300538,20.984534,2023-04-05,TRUE,TRUE,b2b,11000,14000,pln,Scrum,JIRA,Project Management
Senior Cloud Engineer,Wrocław,PL,devops,remote,senior,51.0970155,17.0237976,2023-04-05,TRUE,TRUE,b2b,22000,28000,pln,Programming (any language),Terraform,Kubernetes
Senior Java Full Stack Developer,Wrocław,PL,java,remote,senior,51.1078852,17.0385376,2023-04-05,TRUE,TRUE,b2b,25200,27720,pln,Spring,Spring Boot,Angular
Analityk Biznesowy  / Product Owner,Warszawa,PL,analytics,partly_remote,mid,52.253984,20.984017,2023-04-05,TRUE,TRUE,permanent,6000,12000,pln,BPMN,UML,Analiza Biznesowa
Senior QA Engineer,Kielce,PL,testing,remote,senior,50.8660773,20.6285677,2023-04-05,FALSE,TRUE,b2b,11000,14000,pln,Java,Gherkin,English
.NET Developer,Warszawa,PL,net,remote,senior,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,25000,27000,pln,Visual Basic,.Net,C#
Senior Data Scientist,Warszawa,PL,data,office,senior,52.2332215,20.9987368,2023-04-05,TRUE,TRUE,permanent,21000,25000,pln,NLP,Python,Machine Learning
Mid/Sr Big Data Engineer (Spark & Scala),Warszawa,PL,data,remote,mid,52.2307375,21.002071,2023-04-05,TRUE,TRUE,b2b,19000,28000,pln,Scala,Apache Spark,SQL
Analityk Satysfakcji / Customer Success,Warszawa,PL,analytics,office,mid,52.253984,20.984017,2023-04-05,TRUE,TRUE,permanent,5000,8000,pln,BPMN,UML,Analiza Biznesowa
Automation Quality Assurance Engineer,Warszawa,PL,testing,partly_remote,mid,52.2098299,21.0234456,2023-04-05,TRUE,TRUE,b2b,12000,16000,pln,Web Applications,Test Automation,Cypress
Senior HW/SW Test Engineer,Wrocław,PL,testing,partly_remote,senior,51.0708549,16.9611524,2023-04-05,TRUE,TRUE,b2b,18000,25000,pln,Test planning,Test Cases,Testing
Staff Python Backend Engineer,Warszawa,PL,python,remote,senior,52.2073309,21.022581,2023-04-05,TRUE,TRUE,b2b,54600,65520,pln,Databases,Backend,Python
Senior Python Backend Engineer,Warszawa,PL,python,remote,senior,52.2073309,21.022581,2023-04-05,TRUE,TRUE,b2b,32760,51240,pln,Databases,Backend,Python
Junior BI Developer,Warszawa,PL,data,office,junior,52.2332215,20.9987368,2023-04-05,TRUE,TRUE,permanent,9500,12000,pln,SQL,Tableau,Power BI
Product Designer,Gdańsk,PL,pm,remote,mid,54.3520252,18.6466384,2023-04-05,TRUE,TRUE,b2b,13000,16000,pln,UI,Figma,UX
Junior C++ Developer,Warszawa,PL,c,remote,junior,52.2488115,21.0594922,2023-04-05,TRUE,TRUE,permanent,5000,10000,pln,Design Patterns,Clean Code,C++
React.js Developer,Warszawa,PL,javascript,remote,mid,52.2477331,21.0136079,2023-04-05,TRUE,TRUE,b2b,16800,24570,pln,HTML,CSS3,ReactJS
Remote Fullstack .Net Developer (React),Gdańsk,PL,net,remote,senior,54.3520252,18.6466384,2023-04-05,TRUE,TRUE,b2b,23000,27500,pln,JavaScript,TypeScript,.Net
Senior Java Software Engineer,Warszawa,PL,java,partly_remote,senior,52.2324965,20.9925446,2023-04-05,TRUE,TRUE,permanent,23000,27000,pln,Docker,Spring Boot,Java
Analityk Systemów IT,Poznań,PL,analytics,remote,mid,52.410498,16.9403123,2023-04-05,TRUE,TRUE,permanent,9000,12000,pln,JSON,XML,Analytics
PHP Developer,Warszawa,PL,php,remote,mid,52.1816941,21.0216558,2023-04-05,TRUE,TRUE,b2b,19320,24360,pln,Symfony,PHP 8,PHP 7
HW/SW Test Engineer,Wrocław,PL,testing,partly_remote,mid,51.0708549,16.9611524,2023-04-05,TRUE,TRUE,permanent,13000,18000,pln,Test Cases,Testing,Python
Mid Software Engineer C# ASP .NET MVC,Warszawa,PL,net,partly_remote,mid,52.1747278,20.9959096,2023-04-05,FALSE,TRUE,permanent,15000,20000,pln,C#,.NET C#,ASP.NET MVC
Cloud Engineer m|f|d,Zielona Góra,PL,admin,remote,mid,51.9427253,15.5023559,2023-04-05,TRUE,TRUE,permanent,10000,15000,pln,AWS,IONOS,Powershell
Java Developer,Poznań,PL,java,remote,mid,52.410498,16.9403123,2023-04-05,TRUE,TRUE,permanent,10000,15000,pln,Git,Spring,Java
Solutions Engineer/Architect,Warszawa,PL,architecture,partly_remote,mid,52.207288,21.0174513,2023-04-05,TRUE,TRUE,b2b,22000,28000,pln,Snowflake,Azure,SQL
"Senior Frontend Engineer (TS, React)",Warszawa,PL,javascript,partly_remote,senior,52.2302091,21.0113922,2023-04-05,TRUE,TRUE,b2b,27500,34000,pln,React,TypeScript,JavaScript
Mobile Software Engineer (iOS),Poznań,PL,mobile,partly_remote,mid,52.4002158,16.9208312,2023-04-05,FALSE,TRUE,permanent,12300,17601,pln,UIKit,Swift,iOS
